"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","US","CLSCB"," 12257023"," 11593677"," 12101579"," 12952408"," 12646015"," 12651752"," 13571574"," 13903322"," 13766294"," 15037315"," 15457794"," 15912110"," 15259921"," 15862827"," 17005796"," 17532292"," 17235192"," 17944345"," 18880920"," 19050909"," 19164401"," 18985385"," 19114470"," 19832635"," 19900262"," 20095650"," 20998706"," 21440151"," 21582446"," 21581331"," 22574732"," 21905376"," 21902080"," 22321633"," 22463411"," 22792499"," 22443397"," 22746990"," 22381815"," 19690543"," 20827694"," 19663136"," 17380208"," 18038304"," 17996202"," 15548581"," 14226859"," 13839453"," 13249958"," 11314925"," 9182696"," 10548957"," 9885694"," 8169673"
"2023F","US","CLTCD"," .38"," .42"," .45"," .48"," .88"," 1.03"," 1.04"," 1.11"," 1.27"," 1.36"," 1.46"," 1.64"," 1.73"," 1.7"," 1.7"," 1.68"," 1.6"," 1.52"," 1.49"," 1.47"," 1.48"," 1.48"," 1.44"," 1.42"," 1.39"," 1.36"," 1.33"," 1.31"," 1.29"," 1.26"," 1.24"," 1.28"," 1.3"," 1.31"," 1.41"," 1.61"," 1.77"," 1.87"," 2.2"," 2.32"," 2.41"," 2.55"," 2.59"," 2.51"," 2.49"," 2.35"," 2.23"," 2.19"," 2.2"," 2.24"," 2.13"," 2.21"," 2.71"," 2.92"
"2023F","US","CLTCV"," 4630.3"," 4901.9"," 5415"," 6242.6"," 11118.4"," 13021.1"," 14050.8"," 15415.7"," 17550.9"," 20375.7"," 22606.7"," 26158.6"," 26348.9"," 26987.3"," 28963.2"," 29487"," 27658.4"," 27336.1"," 28159.1"," 28094.7"," 28418.8"," 28021"," 27592.4"," 28112.1"," 27580.3"," 27298.1"," 27911.3"," 28163.1"," 27775"," 27194.1"," 27959.1"," 28095.5"," 28400.9"," 29253.6"," 31627.3"," 36742.4"," 39794.3"," 42519.9"," 49249.2"," 45632.4"," 50235"," 50220.5"," 44950"," 45244.2"," 44845.6"," 36558.7"," 31673.2"," 30303.9"," 29203"," 25363.1"," 19523.1"," 23270.6"," 26787.5"," 23883.5"
"2023F","US","CLTXD"," .48"," .53"," .57"," .63"," 1.23"," 1.51"," 1.5"," 1.56"," 1.73"," 1.74"," 1.87"," 2.07"," 2.1"," 1.91"," 1.9"," 1.84"," 1.74"," 1.61"," 1.63"," 1.62"," 1.63"," 1.64"," 1.63"," 1.59"," 1.58"," 1.58"," 1.57"," 1.58"," 1.54"," 1.53"," 1.5"," 1.59"," 1.69"," 1.67"," 1.92"," 2.46"," 2.71"," 2.81"," 3.39"," 3.71"," 3.92"," 4.53"," 4.59"," 4.1"," 3.75"," 3.54"," 3.18"," 3.4"," 3.56"," 3.92"," 3.55"," 3.5"," 5.1"," 5.84"
"2023F","US","CLTXV"," 2393.1"," 2265.1"," 2438"," 2725"," 5058.5"," 5842.7"," 5767.2"," 5697.9"," 6078.7"," 6569.8"," 6157"," 6793.6"," 5708.2"," 5114.5"," 5797.7"," 5430.8"," 4903.6"," 4551.1"," 4868.9"," 4718.7"," 4748.3"," 4484.9"," 4322.1"," 4207.7"," 4164.2"," 4159.9"," 4049.2"," 4007.4"," 3634.7"," 3527.9"," 3535.2"," 3635.6"," 3590"," 3569.8"," 4153.7"," 5060.2"," 5371.5"," 5447.1"," 6352.2"," 5447.5"," 6648.2"," 7377.2"," 7149.7"," 6509"," 5879.1"," 4992.8"," 3907.4"," 4134.3"," 4255.9"," 4439.1"," 3382.4"," 3683.5"," 5104.1"," 5385.6"
"2023F","US","CYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 40.3"," 43.9"," 44.3"," 44.3"," 52.2"," 48.8"," 48.6"," 55.8"," 55.4"," 51.2"," 55.1"," 57.4"," 57.1"," 55"," 56.6"," 59.7"
"2023F","US","DFACD"," 1.31"," 1.38"," 1.38"," 1.66"," 2.64"," 2.8"," 2.97"," 3.31"," 3.43"," 5.04"," 7.19"," 8.55"," 8.14"," 7.56"," 7.62"," 7.52"," 6.36"," 6.76"," 6.59"," 7.16"," 8.46"," 8.11"," 8.01"," 8.05"," 8.03"," 7.98"," 8.83"," 8.58"," 7.5"," 8.14"," 10.7"," 10.01"," 9.43"," 10.79"," 13.05"," 17.3"," 19.35"," 20.64"," 27.37"," 17.68"," 21.66"," 27.79"," 28.66"," 28.35"," 27.62"," 19.55"," 16.67"," 19.17"," 22.97"," 22.05"," 18.43"," 23.91"," 36.48"," 31.22"
"2023F","US","DFACV"," 2057.9"," 2351.6"," 2682.6"," 3695.5"," 5803.6"," 5937.6"," 6784.7"," 8237.4"," 9184"," 14656.1"," 20090.4"," 24797.7"," 22709.5"," 21967.8"," 22448"," 23830.3"," 20473"," 22528"," 23908.8"," 26387"," 30982.4"," 29204.5"," 29509.2"," 30571"," 32352.1"," 33457.1"," 39410.4"," 40049.9"," 36043.3"," 40656.1"," 55198.8"," 52914.2"," 50822.4"," 60237.8"," 77341.4"," 104977.6"," 123646.2"," 132342.6"," 158556.5"," 97867.3"," 126185.1"," 166686.6"," 164400"," 167094"," 169946.6"," 122159.1"," 103333.9"," 119785.9"," 150425"," 144829.8"," 113879.8"," 156990.3"," 244163.5"," 209932.9"
"2023F","US","DFASB"," 1568925"," 1700565"," 1941116"," 2222022"," 2202345"," 2121012"," 2288198"," 2488717"," 2679341"," 2905157"," 2794834"," 2901346"," 2789510"," 2905391"," 2947836"," 3170074"," 3217908"," 3334545"," 3626119"," 3686504"," 3661134"," 3600618"," 3683913"," 3795822"," 4028540"," 4191382"," 4465494"," 4668258"," 4806575"," 4995878"," 5159213"," 5286255"," 5386829"," 5583956"," 5925059"," 6068261"," 6390016"," 6411418"," 5792125"," 5536672"," 5825538"," 5997244"," 5735963"," 5893594"," 6153509"," 6249939"," 6197070"," 6247734"," 6549997"," 6567572"," 6178997"," 6565122"," 6693916"," 6723611"
"2023F","US","DFCCD"," 1.1"," 1.16"," 1.16"," 1.37"," 2.29"," 2.42"," 2.61"," 2.98"," 3.11"," 4.56"," 6.45"," 7.96"," 7.68"," 6.61"," 6.6"," 6.33"," 4.19"," 4.46"," 4.18"," 4.89"," 5.97"," 5.46"," 5.09"," 4.93"," 4.74"," 4.7"," 5.63"," 5.28"," 4.15"," 4.65"," 7.49"," 6.7"," 6.22"," 7.63"," 9.59"," 13.64"," 15.8"," 17.37"," 24.04"," 14.78"," 18.47"," 24.69"," 25.34"," 24.79"," 23.16"," 14.26"," 11.8"," 14.03"," 17.57"," 16.22"," 11.03"," 17.41"," 29.39"," 23.11"
"2023F","US","DFCCV"," 646.4"," 690"," 733"," 879.8"," 1363.7"," 1422.6"," 1713.1"," 2014.1"," 2073.4"," 2663.2"," 3337.4"," 3640.9"," 3377.8"," 4304.4"," 4855"," 3995.1"," 2613.8"," 2707.4"," 2506.4"," 2802.8"," 3199.1"," 2822.7"," 2579.3"," 2432.2"," 2372.7"," 2250.4"," 2717.4"," 2343.5"," 1778.3"," 2038.4"," 3672.1"," 3404.2"," 2758.1"," 3779.4"," 4506.2"," 6098.1"," 6313.9"," 6620.2"," 9229.7"," 5836.7"," 7222.5"," 9656.6"," 8987.7"," 8515.3"," 8254.7"," 5133.7"," 3847.4"," 4526.8"," 5672.7"," 5303.5"," 3047.4"," 5741"," 9798.3"," 7528.9"
"2023F","US","DFCSB"," 587490"," 594711"," 631688"," 643586"," 595633"," 586643"," 655903"," 676089"," 665642"," 583512"," 517728"," 457123"," 439656"," 651465"," 735168"," 630887"," 623384"," 607483"," 599889"," 573707"," 535830"," 517367"," 506666"," 493037"," 500513"," 478472"," 482505"," 443434"," 428401"," 437988"," 490457"," 507839"," 443627"," 495513"," 469753"," 446955"," 399722"," 381217"," 383906"," 394846"," 390983"," 391040"," 354730"," 343488"," 356470"," 359954"," 326059"," 322597"," 322878"," 327058"," 276164"," 329696"," 333426"," 325795"
"2023F","US","DFEID"," .57"," .7"," .74"," 1.05"," 2.12"," 2.2"," 2.38"," 2.71"," 2.76"," 4.18"," 5.73"," 7.3"," 6.97"," 6.2"," 6.22"," 5.89"," 3.67"," 4.17"," 3.81"," 4.25"," 5.61"," 4.84"," 4.76"," 4.46"," 4.09"," 4.16"," 5.03"," 4.53"," 3.46"," 4.11"," 6.87"," 6.16"," 5.69"," 6.84"," 8.33"," 11.48"," 14.31"," 15.56"," 21.44"," 13.37"," 16.63"," 22.56"," 23.76"," 23.2"," 22.2"," 14.57"," 11.15"," 13.59"," 16.27"," 15.48"," 11.02"," 15.93"," 25.28"," 22.49"
"2023F","US","DFEIV"," 79.8"," 140.7"," 192.7"," 249.9"," 592.4"," 458.2"," 521.5"," 671.6"," 692.7"," 670.5"," 904.3"," 876.2"," 605.2"," 596.5"," 550.1"," 501.7"," 305.9"," 373.5"," 416.3"," 648"," 541.5"," 404.9"," 350.1"," 385.7"," 491"," 449"," 549.8"," 500.9"," 469.2"," 575.8"," 1199.3"," 1049.4"," 724.7"," 1099"," 925.7"," 1314.1"," 1050.5"," 1379.3"," 1555"," 929.9"," 1324.7"," 1434.4"," 1244.2"," 1283.5"," 1821.3"," 1023.7"," 610.6"," 741.6"," 1308.3"," 832.3"," 486.8"," 951"," 2108.1"," 1188.3"
"2023F","US","DFICD"," .72"," .75"," .75"," .92"," 2.02"," 2.23"," 2.38"," 2.68"," 2.82"," 3.85"," 5.54"," 6.52"," 6.61"," 6.58"," 6.54"," 6.26"," 4.04"," 4.51"," 4.14"," 4.82"," 5.9"," 5.3"," 5.17"," 5.09"," 4.88"," 4.87"," 5.8"," 5.44"," 4.22"," 4.92"," 7.66"," 7.01"," 6.33"," 7.63"," 10.07"," 14.27"," 16.44"," 18.01"," 24.68"," 14.77"," 18.55"," 24.83"," 25.38"," 24.83"," 23.49"," 14.93"," 12.37"," 14.89"," 18"," 16.7"," 11.97"," 17.43"," 28.31"," 23.53"
"2023F","US","DFICV"," 866.3"," 934.3"," 1011.9"," 1320.2"," 2641.6"," 2907.2"," 3548.8"," 4450.5"," 4783"," 6664.3"," 7231.5"," 8982.9"," 8599.1"," 7476.7"," 7815"," 6977.4"," 4649.5"," 5116.8"," 4656"," 5477.9"," 6773.3"," 5694"," 5703.9"," 5672.3"," 5396.9"," 5473"," 6857.4"," 6512.1"," 5084.2"," 5822.9"," 9158.4"," 9055.3"," 7585.9"," 8878.7"," 12167.5"," 17945.1"," 20646.8"," 22573.4"," 33201.4"," 15810.1"," 21331.3"," 30582.9"," 32153.4"," 31310.6"," 31997.4"," 17376.7"," 14239.2"," 17865.9"," 22469.4"," 20065.1"," 12734.7"," 20626.1"," 33869.3"," 27478.6"
"2023F","US","DFISB"," 1202038"," 1244808"," 1354330"," 1436459"," 1305900"," 1304252"," 1491055"," 1663713"," 1697973"," 1729742"," 1305089"," 1376750"," 1301085"," 1135518"," 1194556"," 1114764"," 1150126"," 1135569"," 1125153"," 1136560"," 1148171"," 1075338"," 1103964"," 1113843"," 1106646"," 1124180"," 1181593"," 1197824"," 1205785"," 1182600"," 1194896"," 1292309"," 1198190"," 1163927"," 1208214"," 1257648"," 1255565"," 1253556"," 1345373"," 1070611"," 1150194"," 1231936"," 1266830"," 1261247"," 1361886"," 1164262"," 1151495"," 1199906"," 1248248"," 1201263"," 1063860"," 1183629"," 1196453"," 1167639"
"2023F","US","DFRCD"," 1.39"," 1.46"," 1.47"," 1.69"," 2.61"," 2.74"," 2.94"," 3.32"," 3.51"," 5.04"," 7.02"," 8.63"," 8.38"," 8.11"," 8.25"," 7.93"," 6.36"," 6.06"," 6.12"," 6.76"," 8.01"," 7.68"," 7.02"," 6.85"," 6.66"," 6.53"," 7.48"," 7.46"," 6.45"," 6.62"," 9.93"," 9.49"," 8.61"," 10.33"," 11.74"," 15.54"," 17.96"," 19.76"," 24.53"," 18.29"," 21.58"," 25.94"," 28.88"," 28.29"," 27.58"," 19.01"," 16.24"," 18.17"," 20.1"," 19.34"," 15.99"," 19.19"," 29.68"," 27.14"
"2023F","US","DFRCV"," 2602.8"," 2773.8"," 2931.6"," 3378.5"," 4816"," 4954.2"," 5834.1"," 6630.2"," 6853.8"," 8199.7"," 9233.8"," 9901.8"," 8795.9"," 7500"," 8999.4"," 8667.5"," 7070.4"," 7003.3"," 7288.3"," 7843.2"," 7839.1"," 7142.8"," 6876.9"," 6671.1"," 6389"," 5902.7"," 6919.5"," 6515.7"," 4974.7"," 5470.8"," 8979.5"," 8610.3"," 7393"," 9617.9"," 10829.6"," 13261.5"," 12738"," 14246.8"," 18393"," 10640.3"," 12108.8"," 13543.2"," 13913.9"," 13898"," 14697.1"," 10474.8"," 7052.7"," 7848.9"," 10186.6"," 9088.1"," 6520.7"," 9176"," 14359.8"," 12837.6"
"2023F","US","DFRFB"," 24127"," 21605"," 26632"," 32212"," 40181"," 34711"," 38602"," 55722"," 51918"," 34531"," 18623"," 11819"," 11697"," 6757"," 8452"," 4415"," 9978"," 5627"," 4561"," 2499"," 2313"," 2592"," 3105"," 3000"," 2904"," 5849"," 4266"," 4196"," 4428"," 3328"," 4213"," 6215"," 4888"," 5534"," 4747"," 4393"," 2519"," 2429"," 2728"," 1958"," 2541"," 2787"," 3108"," 2737"," 1781"," 3342"," 2332"," 2263"," 2528"," 2160"," 1606"," 1406"," 1487"," 1568"
"2023F","US","DFRSB"," 1877906"," 1896526"," 1996276"," 2003349"," 1843797"," 1806575"," 1986664"," 1994213"," 1950706"," 1626015"," 1316116"," 1147122"," 1049844"," 924410"," 1090599"," 1092379"," 1111446"," 1155620"," 1190069"," 1160079"," 978128"," 930367"," 979662"," 973803"," 958978"," 903979"," 925213"," 873693"," 771112"," 826903"," 903867"," 907389"," 858949"," 931078"," 922678"," 853158"," 709397"," 720971"," 749804"," 581780"," 561211"," 522150"," 481746"," 491339"," 532858"," 551126"," 434354"," 431970"," 506897"," 469938"," 407805"," 478225"," 483817"," 473073"
"2023F","US","DFSCB"," 5376877"," 5636311"," 6183459"," 6542547"," 6227030"," 6026615"," 6640896"," 7070164"," 7244220"," 7004726"," 6091657"," 6002354"," 5666886"," 5712968"," 6056643"," 6093352"," 6186313"," 6322729"," 6650560"," 6709206"," 6419767"," 6207330"," 6347736"," 6463001"," 6714639"," 6805989"," 7164106"," 7293723"," 7347453"," 7583362"," 7923098"," 8164138"," 8014893"," 8335264"," 8636868"," 8740492"," 8828086"," 8855813"," 8343731"," 7653435"," 8007563"," 8205959"," 7891636"," 8044983"," 8486757"," 8395535"," 8163728"," 8256789"," 8708455"," 8619598"," 7970992"," 8616381"," 8790988"," 8742945"
"2023F","US","DFTCD"," 1.16"," 1.22"," 1.22"," 1.46"," 2.44"," 2.6"," 2.77"," 3.11"," 3.26"," 4.69"," 6.7"," 8.03"," 7.78"," 7.32"," 7.37"," 7.22"," 5.68"," 5.97"," 5.83"," 6.43"," 7.68"," 7.29"," 7.09"," 7.08"," 7"," 6.98"," 7.88"," 7.67"," 6.58"," 7.2"," 9.87"," 9.19"," 8.64"," 10.03"," 12.25"," 16.43"," 18.62"," 20.01"," 26.48"," 17.13"," 21"," 27.04"," 27.97"," 27.61"," 26.71"," 18.6"," 15.81"," 18.26"," 21.82"," 20.9"," 17.15"," 22.46"," 34.61"," 29.62"
"2023F","US","DFTCV"," 6253.2"," 6890.3"," 7551.7"," 9523.7"," 15217.5"," 15679.9"," 18402.3"," 22003.9"," 23587"," 32853.9"," 40797.4"," 48199.6"," 44087.4"," 41845.5"," 44667.5"," 43972"," 35112.5"," 37729"," 38775.8"," 43158.9"," 49335.4"," 45269"," 45019.4"," 45732.3"," 47001.6"," 47532.2"," 56454.5"," 55922.1"," 48349.7"," 54564"," 78208.2"," 75033.5"," 69284.1"," 83612.7"," 105770.4"," 143596.4"," 164395.4"," 177162.3"," 220935.6"," 131084.3"," 168172.5"," 221903.6"," 220699.2"," 222101.5"," 226717.1"," 156168"," 129083.8"," 150769.1"," 190062"," 180118.9"," 136669.4"," 193484.4"," 304299.1"," 258966.3"
"2023F","US","DFTXD"," 1.18"," 1.24"," 1.24"," 1.47"," 2.46"," 2.62"," 2.78"," 3.13"," 3.27"," 4.7"," 6.72"," 8.04"," 7.79"," 7.34"," 7.39"," 7.24"," 5.7"," 5.99"," 5.86"," 6.48"," 7.72"," 7.33"," 7.12"," 7.11"," 7.05"," 7.03"," 7.92"," 7.72"," 6.64"," 7.25"," 9.94"," 9.26"," 8.69"," 10.09"," 12.3"," 16.49"," 18.66"," 20.05"," 26.52"," 17.16"," 21.05"," 27.08"," 27.99"," 27.64"," 26.76"," 18.64"," 15.84"," 18.29"," 21.88"," 20.93"," 17.18"," 22.5"," 34.7"," 29.66"
"2023F","US","DFTXV"," 6173.5"," 6749.6"," 7359.1"," 9273.9"," 14625"," 15221.6"," 17880.8"," 21332.3"," 22894.3"," 32183.4"," 39893.1"," 47323.3"," 43482.2"," 41249"," 44117.5"," 43470.3"," 34806.7"," 37355.5"," 38359.5"," 42510.9"," 48793.9"," 44864.1"," 44669.3"," 45346.6"," 46510.7"," 47083.2"," 55904.7"," 55421.2"," 47880.4"," 53988.2"," 77008.8"," 73984.1"," 68559.4"," 82513.7"," 104844.7"," 142282.3"," 163344.9"," 175782.9"," 219380.6"," 130154.4"," 166847.8"," 220469.3"," 219455"," 220818"," 224895.8"," 155144.3"," 128473.2"," 150027.6"," 188753.7"," 179286.6"," 136182.6"," 192533.4"," 302191"," 257778"
"2023F","US","DKEID"," .57"," .7"," .88"," 1.15"," 2.14"," 2.22"," 2.39"," 2.72"," 2.78"," 4.15"," 5.75"," 7.32"," 6.99"," 6.2"," 6.22"," 5.89"," 3.67"," 4.17"," 3.81"," 4.25"," 5.61"," 4.84"," 4.76"," 4.46"," 4.09"," 4.16"," 5.03"," 4.53"," 3.46"," 4.11"," 6.87"," 6.16"," 5.69"," 6.84"," 8.33"," 11.48"," 14.31"," 15.56"," 21.44"," 13.37"," 16.63"," 22.56"," 23.76"," 23.2"," 22.2"," 14.57"," 11.15"," 13.59"," 16.27"," 15.48"," 11.02"," 15.93"," 25.28"," 22.49"
"2023F","US","DKEIV"," 79.8"," 140.7"," 274.1"," 313.1"," 661.5"," 501.9"," 582.1"," 771.4"," 767.5"," 740.4"," 971.8"," 908.1"," 624.4"," 596.5"," 550.1"," 501.7"," 305.9"," 373.5"," 416.3"," 648"," 541.5"," 404.9"," 350.1"," 385.7"," 491"," 449"," 549.8"," 500.9"," 469.2"," 575.8"," 1199.3"," 1049.4"," 724.7"," 1099"," 925.7"," 1314.1"," 1050.5"," 1379.3"," 1555"," 929.9"," 1324.7"," 1434.4"," 1244.2"," 1283.5"," 1821.3"," 1023.7"," 610.6"," 741.6"," 1308.3"," 832.3"," 486.8"," 951"," 2108.1"," 1188.3"
"2023F","US","ELEXD"," 1.27"," 1.36"," 1.44"," 1.55"," 2.1"," 2.57"," 2.74"," 3.1"," 3.46"," 3.78"," 4.58"," 5.32"," 6.14"," 6.15"," 5.99"," 6.17"," 6.12"," 5.92"," 5.83"," 5.86"," 9.18"," 9.47"," 10.06"," 6.93"," 10.22"," 8.54"," 10.99"," 7.08"," 6.32"," 5.28"," 9.86"," 19.9"," 7.2"," 9.6"," 10.88"," 16.04"," 12.95"," 14.77"," 15.87"," 9.64"," 9.98"," 7.64"," 6.12"," 9.78"," 12.91"," 8.11"," 5.88"," 5.45"," 8.73"," 9.78"," 6.85"," 12.74"," 15.63"," 21.03"
"2023F","US","ELEXV"," 18.2"," 16.4"," 13.8"," 13.6"," 19.5"," 44.5"," 22.2"," 29"," 17.5"," 28.2"," 64"," 55.6"," 74.1"," 70.1"," 52.3"," 104.4"," 100.5"," 118.8"," 140.6"," 302.8"," 505.4"," 74.4"," 97"," 83.8"," 70.1"," 105.6"," 123.8"," 216.9"," 294.5"," 256.2"," 498.7"," 1118.5"," 388"," 785.5"," 849.7"," 1047.9"," 1072.7"," 1015.2"," 1310.3"," 596.3"," 650.8"," 392.1"," 250.5"," 379.4"," 585.6"," 252.3"," 124.8"," 174.3"," 411.1"," 667.5"," 330.2"," 602.5"," 840.3"," 1436.1"
"2023F","US","ELGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1010171"," 1025400"," 1039062"," 1051251"," 1063033"," 1060064"," 1068422"," 1064055"," 1074333"," 1084370"," 1094740"," 1099110"," 1115682"," 1145857"," 1161436"," 1187555"
"2023F","US","ELIMD"," 1.92"," 2.07"," 2.18"," 2.35"," 3.18"," 3.89"," 4.15"," 4.7"," 5.24"," 5.73"," 6.94"," 8.06"," 9.31"," 9.32"," 9.08"," 9.34"," 9.27"," 8.97"," 8.84"," 8.88"," 8.37"," 7.2"," 6.6"," 6.61"," 6.35"," 6.21"," 6.37"," 6.71"," 7.87"," 8.69"," 16.78"," 20.47"," 8.94"," 13.21"," 13.84"," 16.53"," 17.32"," 18.25"," 18.28"," 12.1"," 13.31"," 11.53"," 9.51"," 11.49"," 13.31"," 10.54"," 8.74"," 9.18"," 10.74"," 9.2"," 8.38"," 12.82"," 19.84"," 18.72"
"2023F","US","ELIMV"," 40.4"," 49.7"," 78.1"," 135.1"," 167.1"," 149.6"," 155.8"," 323.3"," 379.5"," 440.5"," 592.2"," 998.8"," 1043"," 1230.1"," 1307.9"," 1463"," 1287.4"," 1598"," 1171.2"," 791.5"," 527"," 538.5"," 635.9"," 706.9"," 1015.1"," 908.2"," 944.7"," 985.3"," 1060.5"," 1280.6"," 2782.7"," 2689.5"," 1122.3"," 1369.8"," 1615.4"," 2478.2"," 2522.5"," 3199.9"," 3556"," 2155.4"," 2046.9"," 2057.4"," 1923.4"," 2713.7"," 3020.1"," 2718.7"," 2167.8"," 2058.4"," 2134.8"," 1853.9"," 1757.3"," 2324.8"," 3856.7"," 2486.3"
"2023F","US","ELVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 511.6"," 721.6"," 1064.2"," 1316.9"," 1586.5"," 2172.1"," 2985.2"," 4554.9"
"2023F","US","ELVHS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .2"," .3"," .4"," .5"," .6"," .8"," 1.1"," 1.7"
"2023F","US","EMACV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 72.5"," 189.8"," 308.5"," 366.9"," 450.5"," 390.5"," 477.9"," 487.4"," 545.2"," 551"," 622.5"," 702.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2023F","US","EMCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .7"," 1.6"," 2.6"," 3.3"," 3.3"," 3.3"," 4.1"," 4.7"," 4.6"," 4.6"," 4.3"," 4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2023F","US","EMICV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2.7"," 4.9"," 4.3"," 7.5"," 10.1"," 7.8"," 9.2"," 8.3"," 9.8"," 9.1"," 11.6"," 14.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2023F","US","EMTCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 75.9"," 196.4"," 315.3"," 377.6"," 463.9"," 401.6"," 491.3"," 500.4"," 559.6"," 564.7"," 638.4"," 720.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2023F","US","ESACD"," 4.65"," 5.35"," 6.01"," 6.7"," 10.91"," 11.72"," 11.97"," 10.85"," 12.46"," 13.65"," 14.71"," 16.9"," 20.42"," 21.06"," 20.29"," 19.74"," 19.63"," 23.03"," 22.05"," 22.99"," 20.26"," 20.38"," 21.77"," 22.43"," 22.61"," 22.63"," 22.59"," 22.47"," 21.72"," 20.57"," 20.71"," 21.59"," 21.02"," 22.05"," 21.05"," 25.12"," 27.96"," 28.42"," 31.39"," 31.25"," 30.95"," 30.67"," 29.93"," 30.93"," 30.62"," 29.57"," 28.22"," 28.38"," 28.43"," 28.32"," 29.02"," 29.9"," 33.98"," 37.43"
"2023F","US","ESACV"," 49.4"," 56"," 62.3"," 70.5"," 106"," 119"," 120.4"," 113.2"," 124.9"," 138.1"," 162.8"," 183.7"," 224.7"," 267"," 290"," 279.3"," 295.6"," 358.5"," 351.3"," 374.2"," 328.4"," 330.9"," 349.4"," 365.2"," 385.2"," 384.1"," 379.5"," 376.2"," 367.7"," 359.7"," 380.3"," 404"," 396.5"," 517.7"," 518.8"," 643.2"," 702"," 792.5"," 819.8"," 828.4"," 814.3"," 802.7"," 747.4"," 804.8"," 810.5"," 770.5"," 721.7"," 728.5"," 743.6"," 737.5"," 648.4"," 646.2"," 765.1"," 876.5"
"2023F","US","ESCCD"," 6.09"," 6.44"," 6.71"," 7.06"," 8.91"," 10.11"," 10.82"," 11.99"," 12.78"," 13.72"," 16.06"," 18.44"," 20.11"," 20.57"," 20.89"," 21.3"," 21.1"," 20.44"," 20.34"," 20.77"," 21.2"," 21.73"," 22.15"," 22.4"," 22.35"," 22.29"," 22.17"," 22.03"," 21.48"," 21.01"," 21.52"," 22.99"," 22.81"," 23.54"," 23.95"," 25.4"," 27.72"," 28.27"," 30.06"," 29.77"," 29.87"," 30"," 29.57"," 30.07"," 31.48"," 31.18"," 30.58"," 31.25"," 31.27"," 31.29"," 31.04"," 32.87"," 36.37"," 36.91"
"2023F","US","ESCCV"," 7319.5"," 8300.7"," 9442.7"," 10707.1"," 13372.8"," 16156.7"," 18148.2"," 21023.4"," 23166.4"," 25433.1"," 30611.3"," 37484"," 41759.3"," 43529.1"," 47304.1"," 50091.7"," 51449.3"," 51899.7"," 54411.2"," 57460.1"," 60626.6"," 63407.3"," 64233.4"," 67626.2"," 69637.3"," 72480.6"," 74120.5"," 77152.7"," 78999.5"," 79141.4"," 85129"," 93402.2"," 93762.6"," 96263.4"," 100546.2"," 110521.6"," 122913.9"," 128903.2"," 137036"," 132747"," 135553.7"," 135926.7"," 133898.4"," 137188.5"," 145253.2"," 144781.5"," 142642.5"," 144241.9"," 147425.2"," 145279.8"," 136372.3"," 149008.2"," 172599.6"," 177342.2"
"2023F","US","ESICD"," 2.99"," 3.22"," 3.4"," 3.66"," 4.95"," 6.07"," 6.48"," 7.33"," 8.18"," 8.94"," 10.81"," 12.57"," 14.51"," 14.54"," 14.16"," 14.57"," 14.45"," 13.98"," 13.78"," 13.85"," 13.92"," 14.18"," 14.18"," 14.22"," 14"," 13.68"," 13.49"," 13.29"," 13.13"," 12.98"," 13.6"," 14.78"," 14.3"," 14.97"," 15.38"," 16.77"," 18.02"," 18.71"," 20.34"," 20.05"," 19.89"," 20.02"," 19.6"," 20.26"," 20.86"," 20.33"," 19.91"," 20.23"," 20.35"," 20.04"," 19.62"," 21.05"," 24.41"," 23.64"
